SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME, CENSUS2010POP , ESTIMATESBASE2010 , POPESTIMATE2010 , POPESTIMATE2011 , POPESTIMATE2012 , POPESTIMATE2013 , POPESTIMATE2014 , POPESTIMATE2015 , POPESTIMATE2016 , POPESTIMATE2017 
61,34,11,0,44580,0,1,A,Maurice River township,New Jersey,"  7,976.00 ","  7,649.00 ","  7,578.00 ","  7,651.00 ","  7,582.00 ","  7,144.00 ","  7,407.00 ","  7,237.00 ","  6,707.00 ","  6,325.00 "
61,34,11,0,46680,0,0,F,Millville city,New Jersey,"  28,400.00 ","  28,417.00 ","  28,495.00 ","  28,666.00 ","  28,657.00 ","  28,616.00 ","  28,441.00 ","  28,232.00 ","  28,062.00 ","  27,918.00 "
71,34,11,46680,46680,0,1,A,Millville city,New Jersey,"  28,400.00 ","  28,417.00 ","  28,495.00 ","  28,666.00 ","  28,657.00 ","  28,616.00 ","  28,441.00 ","  28,232.00 ","  28,062.00 ","  27,918.00 "
61,34,11,0,67020,0,0,F,Shiloh borough,New Jersey,  516.00 ,  516.00 ,  516.00 ,  516.00 ,  512.00 ,  511.00 ,  509.00 ,  505.00 ,  500.00 ,  497.00 
71,34,11,67020,67020,0,1,A,Shiloh borough,New Jersey,  516.00 ,  516.00 ,  516.00 ,  516.00 ,  512.00 ,  511.00 ,  509.00 ,  505.00 ,  500.00 ,  497.00 
61,34,11,0,71160,0,1,A,Stow Creek township,New Jersey,"  1,431.00 ","  1,432.00 ","  1,434.00 ","  1,446.00 ","  1,441.00 ","  1,437.00 ","  1,431.00 ","  1,424.00 ","  1,416.00 ","  1,405.00 "
61,34,11,0,74870,0,1,A,Upper Deerfield township,New Jersey,"  7,660.00 ","  7,627.00 ","  7,627.00 ","  7,636.00 ","  7,640.00 ","  7,594.00 ","  7,581.00 ","  7,555.00 ","  7,501.00 ","  7,431.00 "
61,34,11,0,76070,0,0,F,Vineland city,New Jersey,"  60,724.00 ","  60,738.00 ","  60,829.00 ","  61,047.00 ","  61,080.00 ","  61,081.00 ","  61,138.00 ","  60,867.00 ","  60,653.00 ","  60,392.00 "
71,34,11,76070,76070,0,1,A,Vineland city,New Jersey,"  60,724.00 ","  60,738.00 ","  60,829.00 ","  61,047.00 ","  61,080.00 ","  61,081.00 ","  61,138.00 ","  60,867.00 ","  60,653.00 ","  60,392.00 "
50,34,13,0,0,0,0,A,Essex County,New Jersey,"  783,969.00 ","  783,999.00 ","  784,694.00 ","  787,414.00 ","  788,942.00 ","  792,560.00 ","  797,078.00 ","  800,206.00 ","  803,876.00 ","  808,285.00 "
157,34,13,9250,0,0,0,A,Caldwell borough,New Jersey,"  7,822.00 ","  7,883.00 ","  7,890.00 ","  7,944.00 ","  7,948.00 ","  7,970.00 ","  8,004.00 ","  8,043.00 ","  8,081.00 ","  8,085.00 "
157,34,13,19390,0,0,0,A,East Orange city,New Jersey,"  64,270.00 ","  64,177.00 ","  64,203.00 ","  64,494.00 ","  64,500.00 ","  64,719.00 ","  64,962.00 ","  65,255.00 ","  65,359.00 ","  65,378.00 "
157,34,13,21840,0,0,0,A,Essex Fells borough,New Jersey,"  2,113.00 ","  2,120.00 ","  2,121.00 ","  2,161.00 ","  2,190.00 ","  2,218.00 ","  2,196.00 ","  2,173.00 ","  2,144.00 ","  2,137.00 "
157,34,13,26610,0,0,0,A,Glen Ridge borough,New Jersey,"  7,527.00 ","  7,514.00 ","  7,519.00 ","  7,557.00 ","  7,570.00 ","  7,599.00 ","  7,652.00 ","  7,673.00 ","  7,704.00 ","  7,704.00 "
157,34,13,51000,0,0,0,A,Newark city,New Jersey,"  277,140.00 ","  277,105.00 ","  277,332.00 ","  278,078.00 ","  278,790.00 ","  280,005.00 ","  281,660.00 ","  282,854.00 ","  284,386.00 ","  285,154.00 "
157,34,13,52620,0,0,0,A,North Caldwell borough,New Jersey,"  6,183.00 ","  6,177.00 ","  6,184.00 ","  6,216.00 ","  6,292.00 ","  6,405.00 ","  6,620.00 ","  6,706.00 ","  6,726.00 ","  6,730.00 "
157,34,13,64590,0,0,0,A,Roseland borough,New Jersey,"  5,819.00 ","  5,836.00 ","  5,842.00 ","  5,884.00 ","  5,887.00 ","  5,866.00 ","  5,891.00 ","  5,918.00 ","  5,935.00 ","  5,937.00 "
157,34,13,99990,0,0,0,F,Balance of Essex County,New Jersey,"  413,095.00 ","  413,187.00 ","  413,603.00 ","  415,080.00 ","  415,765.00 ","  417,778.00 ","  420,093.00 ","  421,584.00 ","  423,541.00 ","  427,160.00 "
61,34,13,0,4695,0,1,A,Belleville township,New Jersey,"  35,926.00 ","  35,862.00 ","  35,862.00 ","  36,014.00 ","  36,039.00 ","  36,165.00 ","  36,323.00 ","  36,416.00 ","  36,511.00 ","  36,498.00 "
61,34,13,0,6260,0,1,A,Bloomfield township,New Jersey,"  47,315.00 ","  47,392.00 ","  47,422.00 ","  47,655.00 ","  47,654.00 ","  47,932.00 ","  48,132.00 ","  48,491.00 ","  48,940.00 ","  50,970.00 "
61,34,13,0,9250,0,0,F,Caldwell borough,New Jersey,"  7,822.00 ","  7,883.00 ","  7,890.00 ","  7,944.00 ","  7,948.00 ","  7,970.00 ","  8,004.00 ","  8,043.00 ","  8,081.00 ","  8,085.00 "
71,34,13,9250,9250,0,1,A,Caldwell borough,New Jersey,"  7,822.00 ","  7,883.00 ","  7,890.00 ","  7,944.00 ","  7,948.00 ","  7,970.00 ","  8,004.00 ","  8,043.00 ","  8,081.00 ","  8,085.00 "
61,34,13,0,11200,0,1,A,Cedar Grove township,New Jersey,"  12,411.00 ","  12,407.00 ","  12,414.00 ","  12,488.00 ","  12,490.00 ","  12,512.00 ","  12,627.00 ","  12,662.00 ","  12,695.00 ","  12,703.00 "
61,34,13,0,13045,0,1,A,City of Orange township,New Jersey,"  30,134.00 ","  30,310.00 ","  30,327.00 ","  30,027.00 ","  30,439.00 ","  30,597.00 ","  30,687.00 ","  30,729.00 ","  30,834.00 ","  30,813.00 "
61,34,13,0,19390,0,0,F,East Orange city,New Jersey,"  64,270.00 ","  64,177.00 ","  64,203.00 ","  64,494.00 ","  64,500.00 ","  64,719.00 ","  64,962.00 ","  65,255.00 ","  65,359.00 ","  65,378.00 "
71,34,13,19390,19390,0,1,A,East Orange city,New Jersey,"  64,270.00 ","  64,177.00 ","  64,203.00 ","  64,494.00 ","  64,500.00 ","  64,719.00 ","  64,962.00 ","  65,255.00 ","  65,359.00 ","  65,378.00 "
61,34,13,0,21840,0,0,F,Essex Fells borough,New Jersey,"  2,113.00 ","  2,120.00 ","  2,121.00 ","  2,161.00 ","  2,190.00 ","  2,218.00 ","  2,196.00 ","  2,173.00 ","  2,144.00 ","  2,137.00 "
71,34,13,21840,21840,0,1,A,Essex Fells borough,New Jersey,"  2,113.00 ","  2,120.00 ","  2,121.00 ","  2,161.00 ","  2,190.00 ","  2,218.00 ","  2,196.00 ","  2,173.00 ","  2,144.00 ","  2,137.00 "
61,34,13,0,22385,0,1,A,Fairfield township,New Jersey,"  7,466.00 ","  7,456.00 ","  7,463.00 ","  7,507.00 ","  7,513.00 ","  7,542.00 ","  7,577.00 ","  7,595.00 ","  7,614.00 ","  7,614.00 "
61,34,13,0,26610,0,0,F,Glen Ridge borough,New Jersey,"  7,527.00 ","  7,514.00 ","  7,519.00 ","  7,557.00 ","  7,570.00 ","  7,599.00 ","  7,652.00 ","  7,673.00 ","  7,704.00 ","  7,704.00 "
71,34,13,26610,26610,0,1,A,Glen Ridge borough,New Jersey,"  7,527.00 ","  7,514.00 ","  7,519.00 ","  7,557.00 ","  7,570.00 ","  7,599.00 ","  7,652.00 ","  7,673.00 ","  7,704.00 ","  7,704.00 "
61,34,13,0,34450,0,1,A,Irvington township,New Jersey,"  53,926.00 ","  53,932.00 ","  53,965.00 ","  54,172.00 ","  54,181.00 ","  54,409.00 ","  54,635.00 ","  54,770.00 ","  54,884.00 ","  54,865.00 "
61,34,13,0,40890,0,1,A,Livingston township,New Jersey,"  29,366.00 ","  29,381.00 ","  29,425.00 ","  29,579.00 ","  29,602.00 ","  29,732.00 ","  29,862.00 ","  29,974.00 ","  30,052.00 ","  30,142.00 "
61,34,13,0,43800,0,1,A,Maplewood township,New Jersey,"  23,867.00 ","  23,877.00 ","  23,892.00 ","  24,009.00 ","  24,026.00 ","  24,255.00 ","  24,734.00 ","  24,796.00 ","  24,847.00 ","  24,847.00 "
61,34,13,0,46380,0,1,A,Millburn township,New Jersey,"  20,149.00 ","  20,141.00 ","  20,137.00 ","  20,118.00 ","  20,100.00 ","  20,166.00 ","  20,350.00 ","  20,456.00 ","  20,481.00 ","  20,488.00 "
61,34,13,0,47500,0,1,A,Montclair township,New Jersey,"  37,669.00 ","  37,669.00 ","  37,709.00 ","  37,884.00 ","  37,933.00 ","  38,070.00 ","  38,233.00 ","  38,328.00 ","  39,031.00 ","  39,227.00 "
61,34,13,0,51000,0,0,F,Newark city,New Jersey,"  277,140.00 ","  277,105.00 ","  277,332.00 ","  278,078.00 ","  278,790.00 ","  280,005.00 ","  281,660.00 ","  282,854.00 ","  284,386.00 ","  285,154.00 "
71,34,13,51000,51000,0,1,A,Newark city,New Jersey,"  277,140.00 ","  277,105.00 ","  277,332.00 ","  278,078.00 ","  278,790.00 ","  280,005.00 ","  281,660.00 ","  282,854.00 ","  284,386.00 ","  285,154.00 "
61,34,13,0,52620,0,0,F,North Caldwell borough,New Jersey,"  6,183.00 ","  6,177.00 ","  6,184.00 ","  6,216.00 ","  6,292.00 ","  6,405.00 ","  6,620.00 ","  6,706.00 ","  6,726.00 ","  6,730.00 "
71,34,13,52620,52620,0,1,A,North Caldwell borough,New Jersey,"  6,183.00 ","  6,177.00 ","  6,184.00 ","  6,216.00 ","  6,292.00 ","  6,405.00 ","  6,620.00 ","  6,706.00 ","  6,726.00 ","  6,730.00 "
61,34,13,0,53680,0,1,A,Nutley township,New Jersey,"  28,370.00 ","  28,365.00 ","  28,400.00 ","  28,522.00 ","  28,541.00 ","  28,642.00 ","  28,770.00 ","  28,844.00 ","  28,914.00 ","  28,928.00 "
61,34,13,0,64590,0,0,F,Roseland borough,New Jersey,"  5,819.00 ","  5,836.00 ","  5,842.00 ","  5,884.00 ","  5,887.00 ","  5,866.00 ","  5,891.00 ","  5,918.00 ","  5,935.00 ","  5,937.00 "
71,34,13,64590,64590,0,1,A,Roseland borough,New Jersey,"  5,819.00 ","  5,836.00 ","  5,842.00 ","  5,884.00 ","  5,887.00 ","  5,866.00 ","  5,891.00 ","  5,918.00 ","  5,935.00 ","  5,937.00 "
61,34,13,0,69274,0,1,A,South Orange Village township,New Jersey,"  16,198.00 ","  16,180.00 ","  16,190.00 ","  16,254.00 ","  16,263.00 ","  16,314.00 ","  16,377.00 ","  16,414.00 ","  16,440.00 ","  17,001.00 "
61,34,13,0,75815,0,1,A,Verona township,New Jersey,"  13,332.00 ","  13,341.00 ","  13,464.00 ","  13,513.00 ","  13,503.00 ","  13,516.00 ","  13,517.00 ","  13,619.00 ","  13,630.00 ","  13,608.00 "
61,34,13,0,78510,0,1,A,West Caldwell township,New Jersey,"  10,759.00 ","  10,690.00 ","  10,697.00 ","  10,750.00 ","  10,755.00 ","  10,794.00 ","  10,908.00 ","  10,992.00 ","  11,023.00 ","  11,021.00 "
61,34,13,0,79800,0,1,A,West Orange township,New Jersey,"  46,207.00 ","  46,184.00 ","  46,236.00 ","  46,588.00 ","  46,726.00 ","  47,132.00 ","  47,361.00 ","  47,498.00 ","  47,645.00 ","  48,435.00 "
50,34,15,0,0,0,0,A,Gloucester County,New Jersey,"  288,288.00 ","  288,585.00 ","  288,994.00 ","  289,605.00 ","  289,912.00 ","  290,151.00 ","  291,151.00 ","  291,651.00 ","  291,703.00 ","  292,206.00 "
157,34,15,13360,0,0,0,A,Clayton borough,New Jersey,"  8,179.00 ","  8,180.00 ","  8,182.00 ","  8,202.00 ","  8,209.00 ","  8,215.00 ","  8,356.00 ","  8,486.00 ","  8,597.00 ","  8,676.00 "
157,34,15,26340,0,0,0,A,Glassboro borough,New Jersey,"  18,579.00 ","  18,568.00 ","  18,570.00 ","  18,657.00 ","  18,849.00 ","  18,927.00 ","  19,051.00 ","  19,199.00 ","  19,797.00 ","  20,011.00 "
157,34,15,49680,0,0,0,A,National Park borough,New Jersey,"  3,036.00 ","  3,043.00 ","  3,046.00 ","  3,039.00 ","  3,025.00 ","  3,012.00 ","  3,008.00 ","  3,005.00 ","  2,992.00 ","  2,985.00 "
157,34,15,51390,0,0,0,A,Newfield borough,New Jersey,"  1,553.00 ","  1,589.00 ","  1,589.00 ","  1,584.00 ","  1,578.00 ","  1,574.00 ","  1,571.00 ","  1,569.00 ","  1,564.00 ","  1,561.00 "
157,34,15,57150,0,0,0,A,Paulsboro borough,New Jersey,"  6,097.00 ","  6,091.00 ","  6,088.00 ","  6,063.00 ","  6,037.00 ","  6,013.00 ","  6,003.00 ","  5,981.00 ","  5,947.00 ","  5,920.00 "
157,34,15,59070,0,0,0,A,Pitman borough,New Jersey,"  9,011.00 ","  9,015.00 ","  9,015.00 ","  8,988.00 ","  8,952.00 ","  8,927.00 ","  8,915.00 ","  8,898.00 ","  8,857.00 ","  8,846.00 "
157,34,15,71850,0,0,0,A,Swedesboro borough,New Jersey,"  2,584.00 ","  2,582.00 ","  2,592.00 ","  2,605.00 ","  2,603.00 ","  2,597.00 ","  2,600.00 ","  2,606.00 ","  2,597.00 ","  2,594.00 "
157,34,15,78110,0,0,0,A,Wenonah borough,New Jersey,"  2,278.00 ","  2,278.00 ","  2,278.00 ","  2,274.00 ","  2,270.00 ","  2,261.00 ","  2,255.00 ","  2,253.00 ","  2,243.00 ","  2,239.00 "
157,34,15,80120,0,0,0,A,Westville borough,New Jersey,"  4,288.00 ","  4,287.00 ","  4,287.00 ","  4,274.00 ","  4,257.00 ","  4,240.00 ","  4,229.00 ","  4,221.00 ","  4,203.00 ","  4,194.00 "
157,34,15,82120,0,0,0,A,Woodbury city,New Jersey,"  10,174.00 ","  10,148.00 ","  10,148.00 ","  10,118.00 ","  10,075.00 ","  10,033.00 ","  10,009.00 ","  9,990.00 ","  9,943.00 ","  9,919.00 "
157,34,15,82180,0,0,0,A,Woodbury Heights borough,New Jersey,"  3,055.00 ","  3,062.00 ","  3,062.00 ","  3,053.00 ","  3,041.00 ","  3,021.00 ","  3,021.00 ","  3,016.00 ","  3,002.00 ","  2,996.00 "
157,34,15,99990,0,0,0,F,Balance of Gloucester County,New Jersey,"  219,454.00 ","  219,742.00 ","  220,137.00 ","  220,748.00 ","  221,016.00 ","  221,331.00 ","  222,133.00 ","  222,427.00 ","  221,961.00 ","  222,265.00 "
61,34,15,0,13360,0,0,F,Clayton borough,New Jersey,"  8,179.00 ","  8,180.00 ","  8,182.00 ","  8,202.00 ","  8,209.00 ","  8,215.00 ","  8,356.00 ","  8,486.00 ","  8,597.00 ","  8,676.00 "
71,34,15,13360,13360,0,1,A,Clayton borough,New Jersey,"  8,179.00 ","  8,180.00 ","  8,182.00 ","  8,202.00 ","  8,209.00 ","  8,215.00 ","  8,356.00 ","  8,486.00 ","  8,597.00 ","  8,676.00 "
61,34,15,0,17710,0,1,A,Deptford township,New Jersey,"  30,561.00 ","  30,605.00 ","  30,648.00 ","  30,599.00 ","  30,566.00 ","  30,519.00 ","  30,550.00 ","  30,591.00 ","  30,562.00 ","  30,582.00 "
61,34,15,0,19180,0,1,A,East Greenwich township,New Jersey,"  9,555.00 ","  9,498.00 ","  9,617.00 ","  9,836.00 ","  10,049.00 ","  10,145.00 ","  10,273.00 ","  10,319.00 ","  10,376.00 ","  10,520.00 "
61,34,15,0,21060,0,1,A,Elk township,New Jersey,"  4,216.00 ","  4,167.00 ","  4,167.00 ","  4,157.00 ","  4,139.00 ","  4,125.00 ","  4,118.00 ","  4,106.00 ","  4,114.00 ","  4,175.00 "
61,34,15,0,24840,0,1,A,Franklin township,New Jersey,"  16,820.00 ","  16,770.00 ","  16,775.00 ","  16,722.00 ","  16,669.00 ","  16,622.00 ","  16,619.00 ","  16,613.00 ","  16,528.00 ","  16,499.00 "
61,34,15,0,26340,0,0,F,Glassboro borough,New Jersey,"  18,579.00 ","  18,568.00 ","  18,570.00 ","  18,657.00 ","  18,849.00 ","  18,927.00 ","  19,051.00 ","  19,199.00 ","  19,797.00 ","  20,011.00 "
71,34,15,26340,26340,0,1,A,Glassboro borough,New Jersey,"  18,579.00 ","  18,568.00 ","  18,570.00 ","  18,657.00 ","  18,849.00 ","  18,927.00 ","  19,051.00 ","  19,199.00 ","  19,797.00 ","  20,011.00 "
61,34,15,0,28185,0,1,A,Greenwich township,New Jersey,"  4,899.00 ","  4,905.00 ","  4,905.00 ","  4,895.00 ","  4,883.00 ","  4,873.00 ","  4,862.00 ","  4,861.00 ","  4,844.00 ","  4,846.00 "
61,34,15,0,30180,0,1,A,Harrison township,New Jersey,"  12,417.00 ","  12,379.00 ","  12,424.00 ","  12,504.00 ","  12,574.00 ","  12,681.00 ","  12,851.00 ","  12,940.00 ","  12,957.00 ","  13,015.00 "
61,34,15,0,41160,0,1,A,Logan township,New Jersey,"  6,042.00 ","  6,045.00 ","  6,050.00 ","  6,046.00 ","  6,028.00 ","  6,006.00 ","  5,996.00 ","  5,983.00 ","  5,957.00 ","  5,944.00 "
61,34,15,0,43440,0,1,A,Mantua township,New Jersey,"  15,217.00 ","  15,295.00 ","  15,312.00 ","  15,279.00 ","  15,223.00 ","  15,175.00 ","  15,151.00 ","  15,125.00 ","  15,057.00 ","  15,026.00 "
61,34,15,0,47250,0,1,A,Monroe township,New Jersey,"  36,129.00 ","  36,127.00 ","  36,190.00 ","  36,453.00 ","  36,591.00 ","  36,610.00 ","  36,730.00 ","  36,848.00 ","  36,799.00 ","  36,920.00 "
61,34,15,0,49680,0,0,F,National Park borough,New Jersey,"  3,036.00 ","  3,043.00 ","  3,046.00 ","  3,039.00 ","  3,025.00 ","  3,012.00 ","  3,008.00 ","  3,005.00 ","  2,992.00 ","  2,985.00 "
71,34,15,49680,49680,0,1,A,National Park borough,New Jersey,"  3,036.00 ","  3,043.00 ","  3,046.00 ","  3,039.00 ","  3,025.00 ","  3,012.00 ","  3,008.00 ","  3,005.00 ","  2,992.00 ","  2,985.00 "
61,34,15,0,51390,0,0,F,Newfield borough,New Jersey,"  1,553.00 ","  1,589.00 ","  1,589.00 ","  1,584.00 ","  1,578.00 ","  1,574.00 ","  1,571.00 ","  1,569.00 ","  1,564.00 ","  1,561.00 "
71,34,15,51390,51390,0,1,A,Newfield borough,New Jersey,"  1,553.00 ","  1,589.00 ","  1,589.00 ","  1,584.00 ","  1,578.00 ","  1,574.00 ","  1,571.00 ","  1,569.00 ","  1,564.00 ","  1,561.00 "
61,34,15,0,57150,0,0,F,Paulsboro borough,New Jersey,"  6,097.00 ","  6,091.00 ","  6,088.00 ","  6,063.00 ","  6,037.00 ","  6,013.00 ","  6,003.00 ","  5,981.00 ","  5,947.00 ","  5,920.00 "
71,34,15,57150,57150,0,1,A,Paulsboro borough,New Jersey,"  6,097.00 ","  6,091.00 ","  6,088.00 ","  6,063.00 ","  6,037.00 ","  6,013.00 ","  6,003.00 ","  5,981.00 ","  5,947.00 ","  5,920.00 "
61,34,15,0,59070,0,0,F,Pitman borough,New Jersey,"  9,011.00 ","  9,015.00 ","  9,015.00 ","  8,988.00 ","  8,952.00 ","  8,927.00 ","  8,915.00 ","  8,898.00 ","  8,857.00 ","  8,846.00 "
71,34,15,59070,59070,0,1,A,Pitman borough,New Jersey,"  9,011.00 ","  9,015.00 ","  9,015.00 ","  8,988.00 ","  8,952.00 ","  8,927.00 ","  8,915.00 ","  8,898.00 ","  8,857.00 ","  8,846.00 "
61,34,15,0,69030,0,1,A,South Harrison township,New Jersey,"  3,162.00 ","  3,210.00 ","  3,219.00 ","  3,215.00 ","  3,209.00 ","  3,198.00 ","  3,193.00 ","  3,188.00 ","  3,176.00 ","  3,170.00 "
61,34,15,0,71850,0,0,F,Swedesboro borough,New Jersey,"  2,584.00 ","  2,582.00 ","  2,592.00 ","  2,605.00 ","  2,603.00 ","  2,597.00 ","  2,600.00 ","  2,606.00 ","  2,597.00 ","  2,594.00 "
71,34,15,71850,71850,0,1,A,Swedesboro borough,New Jersey,"  2,584.00 ","  2,582.00 ","  2,592.00 ","  2,605.00 ","  2,603.00 ","  2,597.00 ","  2,600.00 ","  2,606.00 ","  2,597.00 ","  2,594.00 "
61,34,15,0,77180,0,1,A,Washington township,New Jersey,"  48,559.00 ","  48,873.00 ","  48,871.00 ","  48,730.00 ","  48,543.00 ","  48,340.00 ","  48,245.00 ","  48,163.00 ","  47,948.00 ","  47,848.00 "
61,34,15,0,78110,0,0,F,Wenonah borough,New Jersey,"  2,278.00 ","  2,278.00 ","  2,278.00 ","  2,274.00 ","  2,270.00 ","  2,261.00 ","  2,255.00 ","  2,253.00 ","  2,243.00 ","  2,239.00 "
71,34,15,78110,78110,0,1,A,Wenonah borough,New Jersey,"  2,278.00 ","  2,278.00 ","  2,278.00 ","  2,274.00 ","  2,270.00 ","  2,261.00 ","  2,255.00 ","  2,253.00 ","  2,243.00 ","  2,239.00 "
61,34,15,0,78800,0,1,A,West Deptford township,New Jersey,"  21,677.00 ","  21,652.00 ","  21,654.00 ","  21,602.00 ","  21,520.00 ","  21,432.00 ","  21,402.00 ","  21,386.00 ","  21,302.00 ","  21,248.00 "
61,34,15,0,80120,0,0,F,Westville borough,New Jersey,"  4,288.00 ","  4,287.00 ","  4,287.00 ","  4,274.00 ","  4,257.00 ","  4,240.00 ","  4,229.00 ","  4,221.00 ","  4,203.00 ","  4,194.00 "
71,34,15,80120,80120,0,1,A,Westville borough,New Jersey,"  4,288.00 ","  4,287.00 ","  4,287.00 ","  4,274.00 ","  4,257.00 ","  4,240.00 ","  4,229.00 ","  4,221.00 ","  4,203.00 ","  4,194.00 "
61,34,15,0,82120,0,0,F,Woodbury city,New Jersey,"  10,174.00 ","  10,148.00 ","  10,148.00 ","  10,118.00 ","  10,075.00 ","  10,033.00 ","  10,009.00 ","  9,990.00 ","  9,943.00 ","  9,919.00 "
71,34,15,82120,82120,0,1,A,Woodbury city,New Jersey,"  10,174.00 ","  10,148.00 ","  10,148.00 ","  10,118.00 ","  10,075.00 ","  10,033.00 ","  10,009.00 ","  9,990.00 ","  9,943.00 ","  9,919.00 "
61,34,15,0,82180,0,0,F,Woodbury Heights borough,New Jersey,"  3,055.00 ","  3,062.00 ","  3,062.00 ","  3,053.00 ","  3,041.00 ","  3,021.00 ","  3,021.00 ","  3,016.00 ","  3,002.00 ","  2,996.00 "
71,34,15,82180,82180,0,1,A,Woodbury Heights borough,New Jersey,"  3,055.00 ","  3,062.00 ","  3,062.00 ","  3,053.00 ","  3,041.00 ","  3,021.00 ","  3,021.00 ","  3,016.00 ","  3,002.00 ","  2,996.00 "
61,34,15,0,82840,0,1,A,Woolwich township,New Jersey,"  10,200.00 ","  10,216.00 ","  10,305.00 ","  10,710.00 ","  11,022.00 ","  11,605.00 ","  12,143.00 ","  12,304.00 ","  12,341.00 ","  12,472.00 "
50,34,17,0,0,0,0,A,Hudson County,New Jersey,"  634,266.00 ","  634,244.00 ","  636,345.00 ","  648,619.00 ","  658,909.00 ","  667,066.00 ","  673,773.00 ","  679,907.00 ","  686,391.00 ","  691,643.00 "
157,34,17,3580,0,0,0,A,Bayonne city,New Jersey,"  63,024.00 ","  63,017.00 ","  63,125.00 ","  64,250.00 ","  64,911.00 ","  65,737.00 ","  66,727.00 ","  66,825.00 ","  67,076.00 ","  67,186.00 "
157,34,17,19360,0,0,0,A,East Newark borough,New Jersey,"  2,406.00 ","  2,443.00 ","  2,446.00 ","  2,480.00 ","  2,500.00 ","  2,712.00 ","  2,730.00 ","  2,724.00 ","  2,733.00 ","  2,735.00 "
157,34,17,28650,0,0,0,A,Guttenberg town,New Jersey,"  11,176.00 ","  11,167.00 ","  11,192.00 ","  11,431.00 ","  11,544.00 ","  11,697.00 ","  11,757.00 ","  11,743.00 ","  11,754.00 ","  11,695.00 "
157,34,17,30210,0,0,0,A,Harrison town,New Jersey,"  13,620.00 ","  13,551.00 ","  13,591.00 ","  13,818.00 ","  13,940.00 ","  14,866.00 ","  15,029.00 ","  15,521.00 ","  16,489.00 ","  17,643.00 "
157,34,17,32250,0,0,0,A,Hoboken city,New Jersey,"  50,005.00 ","  50,006.00 ","  50,100.00 ","  50,989.00 ","  51,981.00 ","  52,948.00 ","  53,509.00 ","  54,033.00 ","  55,044.00 ","  55,131.00 "
157,34,17,36000,0,0,0,A,Jersey City city,New Jersey,"  247,597.00 ","  247,636.00 ","  248,639.00 ","  254,094.00 ","  258,703.00 ","  261,109.00 ","  264,009.00 ","  266,286.00 ","  267,446.00 ","  270,753.00 "
157,34,17,36510,0,0,0,A,Kearny town,New Jersey,"  40,684.00 ","  40,715.00 ","  40,763.00 ","  41,403.00 ","  41,823.00 ","  42,195.00 ","  42,478.00 ","  42,481.00 ","  42,627.00 ","  42,670.00 "
157,34,17,66570,0,0,0,A,Secaucus town,New Jersey,"  16,264.00 ","  16,260.00 ","  16,707.00 ","  16,990.00 ","  18,173.00 ","  18,352.00 ","  18,511.00 ","  19,246.00 ","  20,063.00 ","  20,215.00 "
157,34,17,74630,0,0,0,A,Union City city,New Jersey,"  66,455.00 ","  66,439.00 ","  66,508.00 ","  67,736.00 ","  68,505.00 ","  69,250.00 ","  69,680.00 ","  69,680.00 ","  70,167.00 ","  70,387.00 "
157,34,17,79610,0,0,0,A,West New York town,New Jersey,"  49,708.00 ","  49,706.00 ","  49,897.00 ","  50,747.00 ","  51,371.00 ","  52,041.00 ","  52,597.00 ","  53,773.00 ","  54,014.00 ","  54,227.00 "
157,34,17,99990,0,0,0,F,Balance of Hudson County,New Jersey,"  73,327.00 ","  73,304.00 ","  73,377.00 ","  74,681.00 ","  75,458.00 ","  76,159.00 ","  76,746.00 ","  77,595.00 ","  78,978.00 ","  79,001.00 "
61,34,17,0,3580,0,0,F,Bayonne city,New Jersey,"  63,024.00 ","  63,017.00 ","  63,125.00 ","  64,250.00 ","  64,911.00 ","  65,737.00 ","  66,727.00 ","  66,825.00 ","  67,076.00 ","  67,186.00 "
71,34,17,3580,3580,0,1,A,Bayonne city,New Jersey,"  63,024.00 ","  63,017.00 ","  63,125.00 ","  64,250.00 ","  64,911.00 ","  65,737.00 ","  66,727.00 ","  66,825.00 ","  67,076.00 ","  67,186.00 "
61,34,17,0,19360,0,0,F,East Newark borough,New Jersey,"  2,406.00 ","  2,443.00 ","  2,446.00 ","  2,480.00 ","  2,500.00 ","  2,712.00 ","  2,730.00 ","  2,724.00 ","  2,733.00 ","  2,735.00 "
71,34,17,19360,19360,0,1,A,East Newark borough,New Jersey,"  2,406.00 ","  2,443.00 ","  2,446.00 ","  2,480.00 ","  2,500.00 ","  2,712.00 ","  2,730.00 ","  2,724.00 ","  2,733.00 ","  2,735.00 "
61,34,17,0,28650,0,0,F,Guttenberg town,New Jersey,"  11,176.00 ","  11,167.00 ","  11,192.00 ","  11,431.00 ","  11,544.00 ","  11,697.00 ","  11,757.00 ","  11,743.00 ","  11,754.00 ","  11,695.00 "
71,34,17,28650,28650,0,1,A,Guttenberg town,New Jersey,"  11,176.00 ","  11,167.00 ","  11,192.00 ","  11,431.00 ","  11,544.00 ","  11,697.00 ","  11,757.00 ","  11,743.00 ","  11,754.00 ","  11,695.00 "
61,34,17,0,30210,0,0,F,Harrison town,New Jersey,"  13,620.00 ","  13,551.00 ","  13,591.00 ","  13,818.00 ","  13,940.00 ","  14,866.00 ","  15,029.00 ","  15,521.00 ","  16,489.00 ","  17,643.00 "
